Ubat_W/m²_K;Complément_d'adresse_bâtiment;Méthode_application_DPE;N°_département_(BAN);Qualité_isolation_menuiseries;Nombre_appartement;Emission_GES_5_usages_énergie_n°2;Coordonnée_cartographique_X_(BAN);Date_fin_validité_DPE;Protection_solaire_exterieure_(0/1);Coût_total_5_usages;Conso_ECS_dépensier_é_primaire;Catégorie_ENR;Présence_brasseur_air_(0/1);Date_établissement_DPE;Score_BAN;Type_énergie_n°2;Conso_auxiliaires_é_primaire;N°_étage_appartement;N°_région_(BAN);Deperditions_planchers_hauts;Adresse_brute;Emission_GES_refroidissement_dépensier;Version_DPE;Deperditions_planchers_bas;Surface_tertiaire_immeuble;Coût_chauffage;_i;Qualité_isolation_plancher_bas;Déperditions_renouvellement_air;Surface_habitable_logement;Type_énergie_n°1;Conso_chauffage_é_finale;Besoin_refroidissement;Emission_GES_éclairage;Code_INSEE_(BAN);Conso_refroidissement_dépensier_é_primaire;Conso_ECS_dépensier_é_finale;Typologie_logement;_score;Classe_altitude;Coût_ECS;Conso_ECS_é_primaire;Nombre_niveau_logement;Adresse_(BAN);Emission_GES_ECS;Conso_chauffage_dépensier_é_finale;Date_visite_diagnostiqueur;Conso_refroidissement_é_finale;Déperditions_ponts_thermiques;Coordonnée_cartographique_Y_(BAN);Type_énergie_n°3;_geopoint;Emission_GES_5_usages_par_m²;Logement_traversant_(0/1);Conso_chauffage_é_primaire;Deperditions_enveloppe;Cage_d'escalier;Emission_GES_5_usages_énergie_n°1;Hauteur_sous-plafond;Inertie_lourde_(0/1);Qualité_isolation_enveloppe;Conso_éclairage_é_finale;Identifiant__BAN;Déperditions_portes;Coût_chauffage_dépensier;Emission_GES_auxiliaires;Statut_géocodage;Emission_GES_refroidissement;Position_logement_dans_immeuble;Coût_refroidissement;Conso_5_usages_é_primaire;Besoin_ECS;Coût_chauffage_énergie_n°1;Indicateur_confort_été;Conso_5_usages_é_finale_énergie_n°1;Code_postal_(BAN);Emission_GES_chauffage;Type_installation_chauffage;_id;Coût_ECS_dépensier;Surface_habitable_immeuble;Conso_éclairage_é_primaire;_rand;Nombre_niveau_immeuble;N°_DPE_remplacé;Conso_5_usages/m²_é_finale;Type_bâtiment;Conso_refroidissement_dépensier_é_finale;Nom_résidence;Date_réception_DPE;Qualité_isolation_plancher_haut_comble_aménagé;N°DPE;Type_énergie_principale_chauffage;Type_installation_ECS_(général);Isolation_toiture_(0/1);Conso_5_usages_é_finale;Conso_chauffage_dépensier_é_primaire;Coût_éclairage;Classe_inertie_bâtiment;Etiquette_GES;N°_voie_(BAN);Coût_ECS_énergie_n°1;Emission_GES_chauffage_dépensier;Coût_chauffage_énergie_n°2;Conso_auxiliaires_é_finale;Déperditions_murs;Deperditions_baies_vitrées;Qualité_isolation_murs;Etiquette_DPE;Emission_GES_5_usages;Emission_GES_5_usages_énergie_n°3;Conso_refroidissement_é_primaire;N°_DPE_immeuble_associé;Coût_ECS_énergie_n°2;Invariant_fiscal_logement;Code_postal_(brut);Zone_climatique_;Coût_ECS_énergie_n°3;Coût_chauffage_énergie_n°3;Conso_ECS_é_finale;Modèle_DPE;Coût_auxiliaires;Coût_refroidissement_dépensier;Nom__rue_(BAN);Nom__commune_(BAN);Emission_GES_ECS_dépensier;Conso_5_usages_par_m²_é_primaire;Besoin_chauffage;Appartement_non_visité_(0/1);Complément_d'adresse_logement
0.33;153640;dpe appartement individuel;69.0;insuffisante;1.0;;842687.35;23/08/2034;FAUX;982.8;3272.1;;FAUX;24/08/2024;0.56;;244.8;0.0;84.0;0.0;12 Rue Grognard;0.0;02/04/2024;5.4;;618.8;27877;moyenne;22.8;44.6;Électricité;2740.7;0;5.7;69381.0;0.0;1890.9;;29.3162;inférieur à 400m;321.2;3272.1;1.0;12 Rue Grognard 69001 Lyon;92.5;3420.7;22/08/2024;0.0;9.1;6520936.91;;45.77311104293983,4.836269055416095;7.0;FAUX;6303.5;86.0;;321.5;3.1;FAUX;très bonne;82.9;69381_3370_00012;2.9;618.8;6.8;adresse géocodée ban à l'adresse;0.0;;0.0;10011.1;1060,1;618.8;insuffisant;4352.7;69001;216.5;individuel;tfZEivQ3GbGdpkiv9a3ns;321.2;;190.7;507728;;;97.0;appartement;0.0;;25/08/2024;;2469E2943682I;Électricité;individuel;FAUX;4352.7;6303.5;18.7;Légère;B;12;321.2;216.5;;106.4;8.1;37.8;bonne;D;321.5;;0.0;;;;69001;H1c;;;1422.7;DPE 3CL 2021 méthode logement;24.0;0.0;Rue Grognard;Lyon;92.5;224.0;2942.4;;Etage 1
2.7;240911805;dpe appartement individuel;69.0;moyenne;1.0;;842397.15;08/09/2034;FAUX;1575.4;3450.0;;FAUX;09/09/2024;0.59;;412.6;0.0;84.0;0.0;4 RUE CHAVANNE;0.0;02/04/2024;0.0;;1192.5;28031;très bonne;37.3;62.1;Électricité;5588.5;0;8.0;69381.0;0.0;1993.5;;29.3162;inférieur à 400m;320.1;3450.0;1.0;4 Rue Chavanne 69001 Lyon;97.5;7017.7;09/09/2024;0.0;16.2;6520076.84;;45.765428995964115,4.832278971981185;8.0;VRAI;12853.5;174.0;;558.4;3.7;FAUX;insuffisante;115.4;69381_1585_00004;8.3;1192.5;11.5;adresse géocodée ban à l'adresse;0.0;;0.0;16981.6;1206,9;1192.5;insuffisant;7383.3;69001;441.5;individuel;mN4ePmlbg23KMh_lZ8Yzn;320.1;;265.5;164845;;;118.0;appartement;0.0;;10/09/2024;;2469E3139649N;Électricité;individuel;FAUX;7383.3;12853.5;24.6;Moyenne;B;4;320.1;441.5;;179.4;63.8;48.5;insuffisante;E;558.4;;0.0;;;;69001;H1c;;;1500.0;DPE 3CL 2021 méthode logement;38.3;0.0;Rue Chavanne;Lyon;97.5;273.0;6089.2;;Etage 2
0.65;2024-08-15635;dpe appartement individuel;69.0;insuffisante;1.0;;842636.36;12/08/2034;FAUX;1365.1;3640.2;;FAUX;13/08/2024;0.58;;0.0;0.0;84.0;0.0;15 RUE NEUVE;0.0;02/04/2024;9.9;;1004.9;29760;insuffisante;42.3;45.2;Électricité;4650.1;0;5.8;69381.0;0.0;2054.1;;29.3162;inférieur à 400m;342.0;3640.2;1.0;15 Rue Neuve 69001 Lyon;102.9;5690.1;13/08/2024;0.0;8.2;6520067.18;;45.7652920110601,4.835352983019756;10.0;VRAI;10695.2;118.2;;476.0;2.8;FAUX;moyenne;84.0;69381_5005_00015;2.0;1004.9;0.0;adresse géocodée ban à l'adresse;0.0;;0.0;14528.6;1067,4;1004.9;insuffisant;6316.8;69001;367.4;individuel;3J4a9sMcaI7ssBQbSJUgp;342.0;;193.3;538577;;;139.0;appartement;0.0;;14/08/2024;;2469E2885675H;Électricité;individuel;FAUX;6316.8;10695.2;18.2;Légère;B;15;342.0;367.4;;0.0;19.2;36.5;insuffisante;E;476.0;;0.0;;;;69001;H1c;;;1582.7;DPE 3CL 2021 méthode logement;0.0;0.0;Rue Neuve;Lyon;102.9;321.0;5158.3;;Etage 1
1.47;002EW152121;dpe appartement individuel;69.0;insuffisante;1.0;72.7;842380.91;10/07/2034;FAUX;1756.3;2472.9;;FAUX;11/07/2024;0.97;Électricité;2111.6;0.0;84.0;0.0;29 Rue Lanterne;0.0;02/04/2024;0.0;;1199.3;37009;très bonne;69.2;108.8;Gaz naturel;11071.7;0;14.0;69381.0;0.0;3223.8;;29.3162;inférieur à 400m;267.9;2472.9;1.0;29 Rue Lanterne 69001 Lyon;561.4;13534.0;11/07/2024;0.0;18.8;6520093.35;;45.76558101955026,4.832075008765149;28.0;VRAI;11071.7;195.5;;3074.6;3.4;FAUX;insuffisante;202.4;69381_4140_00029;1.3;1199.3;58.8;adresse non géocodée ban car aucune correspondance trouvée;0.0;;0.0;16121.8;1522,9;1199.3;insuffisant;13544.6;69001;2513.3;individuel;rrHwry9zgAzQjRAK17Df9;267.9;1500.0;465.6;277093;;;134.0;appartement;0.0;;12/07/2024;;2469E2532966O;Gaz naturel;individuel;FAUX;14665.1;11071.7;70.3;Légère;C;29;267.9;2513.3;0.0;918.1;15.0;91.1;bonne;C;3147.3;;0.0;;0.0;;69001;H1c;;;2472.9;DPE 3CL 2021 méthode logement;218.9;0.0;Rue Lanterne;Lyon;561.4;148.0;7972.1;;Etage : 2
0.93;002EW037921;dpe appartement généré à partir des données DPE immeuble;69.0;moyenne;7.0;31.7;841243.12;24/07/2034;;1471.0;2324.0;;;25/07/2024;0.71;Électricité;858.8;0.0;84.0;23.8;6-8 Rue Ducroc;0.0;02/04/2024;187.2;;1045.9;39223;insuffisante;287.2;60.6;Gaz naturel;9483.1;0;7.8;69381.0;0.0;2939.3;;29.3162;inférieur à 400m;256.3;2324.0;1.0;8 Rue Duroc 69001 Lyon;527.5;11602.3;24/06/2024;0.0;166.0;6520495.93;;45.76944199534349,4.817558993917223;44.0;;9483.1;1021.9;;2680.2;2.5;;insuffisante;112.7;69381_2425_00008;4.1;1045.9;23.9;adresse non géocodée ban car aucune correspondance trouvée;0.0;;0.0;12925.0;7782,1;1045.9;;11807.0;69001;2152.7;individuel;GPW4Vw58cd4CcOMfKtGyv;256.3;342.0;259.1;576162;3.0;;202.0;appartement;0.0;;26/07/2024;;2469E2706052S;Gaz naturel;individuel;;12293.1;9483.1;39.1;Légère;D;8;256.3;2152.7;0.0;373.4;174.3;179.2;insuffisante;D;2711.9;;0.0;2469E2544798Q;0.0;;69001;H1c;;;2324.0;DPE 3CL 2021 méthode logement;129.6;0.0;Rue Duroc;Lyon;527.5;213.0;42423.2;FAUX;Etage : 2 1211-01-01-0007
2.92;24/RGME/550 ODM n° 10764956;dpe appartement individuel;69.0;insuffisante;1.0;22.6;842282.01;29/07/2034;FAUX;1630.8;1754.3;;FAUX;30/07/2024;0.59;Électricité;430.4;0.0;84.0;0.0;4 QUAI DE LA PECHERIE;0.0;02/04/2024;0.0;;1323.1;40598;très bonne;74.6;82.9;Gaz naturel;12266.7;0;10.6;69381.0;0.0;2379.9;;29.3162;inférieur à 400m;189.2;1754.3;2.0;4 Quai de la Pêcherie 69001 Lyon;398.2;15040.3;26/07/2024;0.0;23.3;6520157.59;;45.76617999222471,4.830822039257483;38.0;VRAI;12266.7;272.3;;3182.8;2.5;FAUX;insuffisante;154.2;69381_5325_00004;6.4;1323.1;12.0;adresse géocodée ban à l'adresse;0.0;;0.0;14806.0;1347,8;1323.1;insuffisant;14021.0;69001;2784.5;individuel;FD62kRyNeBIarvRU7DDUX;189.2;;354.7;539583;;;173.0;appartement;0.0;;31/07/2024;;2469E2765143L;Gaz naturel;individuel;FAUX;14362.3;12266.7;53.5;Moyenne;D;4;189.2;2784.5;0.0;187.1;82.4;85.6;insuffisante;D;3205.4;;0.0;;0.0;;69001;H1c;;;1754.3;DPE 3CL 2021 méthode logement;65.0;0.0;Quai de la Pêcherie;Lyon;398.2;178.0;11318.3;;
1.46;Lyon-Bourse-4-Chevalier;dpe appartement individuel;69.0;insuffisante;1.0;145.4;842746.24;14/07/2034;FAUX;2429.7;4598.1;;FAUX;15/07/2024;0.53;Électricité;100.4;0.0;84.0;43.2;4 Rue de la Bourse;0.0;02/04/2024;0.0;;1849.7;41312;très bonne;112.4;98.8;Gaz naturel;17576.5;0;12.7;69381.0;0.0;2641.6;;29.3162;inférieur à 400m;520.8;4598.1;1.0;4 Rue de la Bourse 69001 Lyon;129.9;21516.6;15/07/2024;0.0;8.5;6520112.83;;45.765679967890755,4.836779999633572;41.0;VRAI;17576.5;290.9;;3989.9;2.8;FAUX;insuffisante;183.7;69381_1100_00004;0.8;1849.7;2.8;adresse géocodée ban à l'adresse;0.0;;0.0;22697.4;1454,7;1849.7;insuffisant;17576.5;69001;3989.9;individuel;PouEnVqjuFpg_qUHgGLEi;520.8;;422.4;389868;;;200.0;appartement;0.0;;16/07/2024;;2469E2575341J;Gaz naturel;individuel;FAUX;19803.0;17576.5;47.8;Moyenne;D;4;0.0;3989.9;0.0;43.7;97.6;28.5;insuffisante;D;4135.3;;0.0;;520.8;;69001;H1c;;;1999.2;DPE 3CL 2021 méthode logement;11.4;0.0;Rue de la Bourse;Lyon;129.9;229.0;12893.3;;Etage : 5ème
2.25;002EW219787;dpe appartement individuel;69.0;moyenne;1.0;62.3;842804.52;26/07/2034;VRAI;1828.1;2165.0;;FAUX;27/07/2024;0.96;Électricité;1776.2;0.0;84.0;0.0;2 Place Louis Chazette;0.0;02/04/2024;0.0;;1261.5;42942;très bonne;63.3;100.0;Gaz naturel;11677.9;0;12.8;69381.0;0.0;2864.5;;29.3162;inférieur à 400m;233.9;2165.0;1.0;2 Place Louis Chazette 69001 Lyon;491.5;14214.1;24/07/2024;0.0;18.2;6520992.4;;45.77358604479415,4.83779301027361;32.0;VRAI;11677.9;242.0;;3142.3;3.1;FAUX;insuffisante;186.0;69381_4320_00002;0.0;1261.5;49.4;adresse non géocodée ban car aucune correspondance trouvée;0.0;;0.0;16046.8;1463,2;1261.5;moyen;13842.9;69001;2650.9;individuel;8yegb-rLSU1KOWTi1Bwik;233.9;;427.7;493958;;;148.0;appartement;0.0;;28/07/2024;;2469E2725083R;Gaz naturel;individuel;FAUX;14801.1;11677.9;64.6;Moyenne;D;2;233.9;2650.9;0.0;772.2;99.4;61.1;insuffisante;D;3204.6;;0.0;;0.0;;69001;H1c;;;2165.0;DPE 3CL 2021 méthode logement;268.1;0.0;Place Louis Chazette;Lyon;491.5;160.0;9402.4;;
0.71;2024-06-270 OS 1786970;dpe appartement individuel;69.0;moyenne;1.0;36.4;842422.72;29/06/2034;VRAI;1277.3;1500.5;;FAUX;30/06/2024;0.57;Électricité;1074.7;0.0;84.0;0.0;2, RUE SAINT MARIE DES TERREAUX;0.0;02/04/2024;27.2;;911.1;43559;insuffisante;30.5;50.8;Gaz naturel;7988.0;0;6.5;69381.0;0.0;2025.9;;29.3162;inférieur à 400m;171.2;1500.5;1.0;Rue Sainte Marie des Terreaux 69001 Lyon;340.6;9640.0;30/06/2024;0.0;11.5;6520405.34;;45.7683809621992,4.832705961767667;43.0;FAUX;7988.0;147.9;;2153.9;3.3;VRAI;moyenne;94.6;69381_6645;1.8;911.1;29.9;adresse géocodée ban à l'adresse;0.0;;0.0;10780.7;1131,2;911.1;moyen;9488.5;69001;1813.3;individuel;HT4KOSyIpZToe0nfkwzXF;171.2;;217.5;338963;;;197.0;appartement;0.0;;01/07/2024;;2469E2370700O;Gaz naturel;individuel;FAUX;10050.3;7988.0;32.8;Lourde;D;;171.2;1813.3;0.0;467.3;38.2;38.8;insuffisante;D;2190.3;;0.0;;0.0;;69001;H1c;;;1500.5;DPE 3CL 2021 méthode logement;162.2;0.0;Rue Sainte Marie des Terreaux;Lyon;340.6;212.0;6403.7;;Etage : 1er
1.05;24/3831;dpe appartement individuel;69.0;moyenne;1.0;41.1;842294.04;16/07/2034;VRAI;1007.1;1811.4;;FAUX;17/07/2024;0.58;Électricité;1224.2;0.0;84.0;0.0;12, Rue des Augustins;0.0;02/04/2024;0.0;;563.1;46388;très bonne;37.0;55.0;Gaz naturel;4562.3;0;7.1;69381.0;0.0;2365.6;;29.3162;inférieur à 400m;223.6;1811.4;1.0;12 Rue des Augustins 69001 Lyon;411.2;5672.6;09/07/2024;0.0;12.7;6520322.6;;45.767662977815725,4.831026007387759;27.0;VRAI;4562.3;95.5;;1446.8;2.5;FAUX;insuffisante;102.3;69381_0555_00012;0.0;563.1;34.1;adresse géocodée ban à l'adresse;0.0;;0.0;7833.2;1159,3;563.1;moyen;6373.7;69001;1035.6;individuel;N0U4gkPvaAuDGSKv0h4_P;223.6;;235.3;163962;;;127.0;appartement;0.0;;18/07/2024;;2469E2594915F;Gaz naturel;individuel;FAUX;7008.2;4562.3;35.5;Légère;C;12;223.6;1035.6;0.0;532.3;14.9;30.9;bonne;C;1487.9;;0.0;;0.0;;69001;H1c;;;1811.4;DPE 3CL 2021 méthode logement;184.8;0.0;Rue des Augustins;Lyon;411.2;142.0;3038.3;;Etage 1
2.58;183250 3 étage porte en face;dpe appartement individuel;69.0;insuffisante;1.0;94.8;842125.93;06/07/2034;FAUX;902.1;3142.7;;FAUX;07/07/2024;0.65;Électricité;82.8;0.0;84.0;0.0;"22 Rue du Bon-Pasteur
3 étage porte en face";0.0;02/04/2024;0.0;;468.2;47528;très bonne;22.1;28.5;Gaz naturel;3568.9;0;3.7;69381.0;0.0;1749.0;;29.3162;inférieur à 400m;407.3;3142.7;1.0;22 Rue du Bon Pasteur 69001 Lyon;88.8;4420.3;07/07/2024;0.0;3.6;6520810.57;;45.77209099451302,4.829008976228119;31.0;FAUX;3568.9;65.4;;810.1;4.0;VRAI;insuffisante;53.0;69381_0980_00022;0.0;468.2;2.3;adresse géocodée ban à l'adresse;0.0;;0.0;6916.4;866,2;468.2;moyen;3568.9;69001;810.1;individuel;4qbdMvCALCOUOcmigdOG7;407.3;;121.9;732336;;;176.0;appartement;0.0;;08/07/2024;;2469E2467761R;Gaz naturel;individuel;FAUX;5024.3;3568.9;15.8;Lourde;C;22;0.0;810.1;0.0;36.0;29.9;9.8;insuffisante;D;904.9;;0.0;;407.3;;69001;H1c;;;1366.4;DPE 3CL 2021 méthode logement;10.7;0.0;Rue du Bon Pasteur;Lyon;88.8;242.0;2388.6;;
1.22;24/DFD/4312;dpe appartement individuel;69.0;moyenne;1.0;122.8;842653.73;29/06/2034;VRAI;1491.1;2270.5;;FAUX;30/06/2024;0.96;Électricité;1150.1;0.0;84.0;0.0;3 rue Saint Claude;0.0;02/04/2024;10.8;;1149.3;47531;insuffisante;36.4;49.0;Gaz naturel;9680.7;0;6.3;69381.0;0.0;3192.6;;29.3162;inférieur à 400m;211.2;2270.5;1.0;3 Rue Saint Claude 69001 Lyon;515.4;11843.4;30/06/2024;0.0;16.5;6520480.58;;45.76900999063924,4.835700049527642;52.0;VRAI;11070.6;161.1;;2470.2;3.2;FAUX;insuffisante;91.1;69381_6290_00003;1.1;1149.3;32.0;adresse non géocodée ban car aucune correspondance trouvée;0.0;;0.0;14700.8;1113,4;801.1;moyen;10882.0;69001;2039.3;mixte (collectif-individuel);KmBiEgg-eIVeb1VsLA_xA;211.2;4542.0;209.6;849503;;;255.0;appartement;0.0;;01/07/2024;;2469E2367625H;Gaz naturel;collectif;FAUX;12542.3;11070.6;29.7;Moyenne;E;3;211.2;2039.3;348.2;500.0;42.4;53.9;insuffisante;E;2593.0;;0.0;;0.0;;69001;H1c;;;2270.5;DPE 3CL 2021 méthode logement;100.9;0.0;Rue Saint Claude;Lyon;515.4;300.0;6865.1;;Etage 1
2.13;24/IMO/0586;dpe appartement individuel;69.0;moyenne;1.0;141.2;842265.67;30/06/2034;FAUX;3769.1;5047.1;;FAUX;01/07/2024;0.59;Électricité;858.7;0.0;84.0;0.0;2 quai de la Pêcherie;0.0;02/04/2024;0.0;;3042.2;51893;très bonne;144.1;151.6;Gaz naturel;30240.9;0;19.4;69381.0;0.0;3950.9;;29.3162;inférieur à 400m;554.8;5047.1;1.0;2 Quai de la Pêcherie 69001 Lyon;457.5;36734.5;01/07/2024;0.0;31.2;6520184.87;;45.76642899064177,4.830619995238576;48.0;VRAI;30240.9;441.5;;7224.4;3.3;FAUX;insuffisante;281.9;69381_5325_00002;9.3;3042.2;23.9;adresse géocodée ban à l'adresse;0.0;;0.0;36795.1;1811,4;3042.2;insuffisant;31825.4;69001;6864.7;individuel;JV1CbHpV5U10QbwjRwORK;554.8;;648.3;552437;;;224.0;appartement;0.0;;02/07/2024;;2469E2393753F;Gaz naturel;individuel;FAUX;33986.1;30240.9;74.0;Moyenne;D;2;159.4;6864.7;0.0;373.4;181.4;75.4;insuffisante;D;7365.6;;0.0;;395.4;;69001;H1c;;;3089.9;DPE 3CL 2021 méthode logement;98.1;0.0;Quai de la Pêcherie;Lyon;457.5;242.0;20192.3;;Etage 3
1.53;5595 lot12;dpe appartement individuel;69.0;insuffisante;1.0;;842519.41;19/08/2034;FAUX;890.7;3008.5;;FAUX;20/08/2024;0.53;;0.0;0.0;84.0;0.0;27bis Passage Mermet;0.0;02/04/2024;0.0;;579.1;53601;très bonne;15.6;24.0;Électricité;2514.0;0;3.1;69381.0;0.0;1666.6;;29.3162;inférieur à 400m;301.3;3008.5;1.0;27bis Passage Mermet 69001 Lyon;85.0;3083.9;20/08/2024;0.0;4.3;6520603.87;;45.77014800729749,4.834009054117737;11.0;FAUX;5782.2;68.6;;286.7;3.4;FAUX;insuffisante;44.6;69381_4735_00027_bis;1.0;579.1;0.0;adresse géocodée ban à l'adresse;0.0;;0.0;8893.4;812;579.1;insuffisant;3866.7;69001;198.6;individuel;LH7e9JAjwnWsyVJX9JePK;301.3;;102.7;318233;;;161.0;appartement;0.0;;21/08/2024;;2469E2921870K;Électricité;individuel;FAUX;3866.7;5782.2;10.3;Moyenne;B;27bis;301.3;198.6;;0.0;28.9;18.8;insuffisante;F;286.7;;0.0;;;;69001;H1c;;;1308.1;DPE 3CL 2021 méthode logement;0.0;0.0;Passage Mermet;Lyon;85.0;370.0;2640.3;;3ème ETAGE
0.52;3434;dpe appartement individuel;69.0;insuffisante;1.0;;842411.82;05/08/2034;FAUX;1163.8;3606.6;;FAUX;06/08/2024;0.61;;764.6;0.0;84.0;16.8;5 Rue Sainte Catherine;0.0;02/04/2024;0.0;;725.8;53635;très bonne;48.9;50.0;Électricité;3303.0;0;6.4;69381.0;0.0;2028.3;;29.3162;inférieur à 400m;344.5;3606.6;1.0;5 Rue Sainte Catherine 69001 Lyon;101.9;4130.6;02/03/2023;0.0;3.7;6520382.76;;45.768179964389766,4.83255900800867;7.0;VRAI;7597.0;108.2;;390.6;2.5;FAUX;bonne;93.0;69381_6610_00005;1.1;725.8;21.3;adresse géocodée ban à l'adresse;0.0;;0.0;12182.1;1125,5;725.8;insuffisant;5296.5;69001;260.9;individuel;zc3nXC0-UhuvRXjf301Dq;344.5;;213.9;666591;;;105.0;appartement;0.0;;07/08/2024;moyenne;2469E2834095L;Électricité;individuel;VRAI;5296.5;7597.0;20.4;Moyenne;B;5;344.5;260.9;;332.4;15.4;22.3;insuffisante;D;390.6;;0.0;;;;69001;H1c;;;1568.1;DPE 3CL 2021 méthode logement;73.0;0.0;Rue Sainte Catherine;Lyon;101.9;243.0;3477.1;;"Etage: 5 ;"
0.59;ACHARD 9818 24.07.24;dpe appartement individuel;69.0;moyenne;1.0;;842623.13;22/07/2034;FAUX;1500.3;4441.3;;FAUX;23/07/2024;0.59;;0.0;0.0;84.0;0.0;"5 rue Mottet de Gerando
6 rue Bodin";0.0;02/04/2024;16.3;;1054.7;53789;insuffisante;61.3;80.0;Électricité;4922.4;0;10.3;69381.0;0.0;2517.6;;29.3162;inférieur à 400m;413.7;4441.3;1.0;5 Rue Mottet de Gérando 69001 Lyon;125.5;6177.4;23/07/2024;0.0;3.8;6521010.61;;45.773787968122164,4.8354649372056375;6.0;VRAI;11321.6;150.1;;524.7;2.9;FAUX;bonne;148.9;69381_4935_00005;3.5;1054.7;0.0;adresse géocodée ban à l'adresse;0.0;;0.0;16105.2;1328,4;1054.7;insuffisant;7002.3;69001;388.9;individuel;XWSXUN7-itMDJPksRjvUy;413.7;;342.4;656330;;;87.0;appartement;0.0;;24/07/2024;;2469E2681514Y;Électricité;individuel;FAUX;7002.3;11321.6;31.9;Légère;B;5;413.7;388.9;;0.0;30.7;34.4;bonne;D;524.7;;0.0;;;;69001;H1c;;;1931.0;DPE 3CL 2021 méthode logement;0.0;0.0;Rue Mottet de Gérando;Lyon;125.5;201.0;5066.6;;RDC/1er
0.42;Lyon-Capucins-11-SarlAJF;dpe appartement individuel;69.0;bonne;1.0;;842460.91;27/08/2034;VRAI;1145.1;3729.1;;FAUX;28/08/2024;0.63;;320.2;0.0;84.0;0.0;11 Rue des Capucins;0.0;02/04/2024;0.0;;737.8;54689;très bonne;35.3;48.2;Électricité;3351.8;0;6.2;69381.0;0.0;2108.6;;29.3162;inférieur à 400m;356.9;3729.1;1.0;11 Rue des Capucins 69001 Lyon;105.4;4165.9;12/08/2024;0.0;6.8;6520498.32;;45.76921002903484,4.83322498976056;7.0;FAUX;7709.0;89.2;;385.3;3.3;FAUX;très bonne;89.6;69381_1245_00011;1.7;737.8;8.9;adresse géocodée ban à l'adresse;0.0;;0.0;11964.3;1103,3;737.8;moyen;5201.9;69001;264.8;individuel;a2SauKfL3f2vSVbl843_Q;356.9;;206.0;850518;;;108.0;appartement;0.0;;29/08/2024;;2469E2997054C;Électricité;individuel;FAUX;5201.9;7709.0;19.7;Moyenne;B;11;356.9;264.8;;139.2;32.9;12.5;insuffisante;D;385.3;;0.0;;;;69001;H1c;;;1621.3;DPE 3CL 2021 méthode logement;30.6;0.0;Rue des Capucins;Lyon;105.4;248.0;3457.9;;Etage : 3ème étage
1.19;5667;dpe appartement individuel;69.0;bonne;1.0;;841576.38;07/09/2034;FAUX;1345.5;3434.7;;FAUX;08/09/2024;0.66;;821.6;0.0;84.0;0.0;22/23 Quai Saint Vincent;0.0;02/04/2024;0.0;;927.0;56935;très bonne;35.1;45.0;Électricité;4283.6;0;5.8;69381.0;0.0;1963.8;;29.3162;inférieur à 400m;323.2;3434.7;1.0;23 Quai Saint Vincent 69001 Lyon;97.1;5299.6;26/08/2024;0.0;6.5;6520377.98;;45.768310999637805,4.821810951359116;10.0;FAUX;9852.2;124.1;;464.1;3.5;FAUX;insuffisante;83.7;69381_6590_00023;2.8;927.0;22.9;adresse géocodée ban à l'adresse;0.0;;0.0;14301.0;1065,2;927.0;insuffisant;6217.8;69001;338.4;individuel;FhhPqNlWNEiAEiZ8H1TfG;323.2;;192.5;571335;;2469E2971282W;138.0;appartement;0.0;;09/09/2024;;2469E3118985T;Électricité;individuel;FAUX;6217.8;9852.2;18.1;Moyenne;B;23;323.2;338.4;;357.2;65.8;13.9;insuffisante;E;464.1;;0.0;;;;69001;H1c;;;1493.4;DPE 3CL 2021 méthode logement;77.3;0.0;Quai Saint Vincent;Lyon;97.1;317.0;4473.6;;"Etage : 2ème etage ;"
0.37;345389;dpe appartement individuel;69.0;moyenne;1.0;;842462.48;16/07/2034;FAUX;1271.7;4284.6;;FAUX;17/07/2024;0.64;;364.6;0.0;84.0;8.0;31 Rue Paul Chenavard;0.0;02/04/2024;0.0;;809.6;57092;très bonne;45.6;54.8;Électricité;3720.3;0;7.0;69381.0;0.0;2409.6;;29.3162;inférieur à 400m;405.4;4284.6;1.0;31 Rue Paul Chenavard 69001 Lyon;121.1;4623.4;01/07/2024;0.0;5.5;6520109.24;;45.76570702289042,4.833128973073195;7.0;VRAI;8556.7;111.4;;432.2;2.5;FAUX;très bonne;102.0;69381_5275_00031;4.1;809.6;10.1;adresse géocodée ban à l'adresse;0.0;;0.0;13440.5;1158,2;809.6;insuffisant;5843.7;69001;293.9;individuel;QrZHPg6TH8MBJBoCWVmYs;405.4;;234.6;865430;;;106.0;appartement;0.0;;18/07/2024;très bonne;2469E2603092S;Électricité;individuel;VRAI;5843.7;8556.7;22.2;Légère;B;31;405.4;293.9;;158.5;31.2;17.0;insuffisante;D;432.2;;0.0;;;;69001;H1c;;;1862.9;DPE 3CL 2021 méthode logement;34.5;0.0;Rue Paul Chenavard;Lyon;121.1;245.0;4076.2;;Etage 5 - porte droite
